src,dst,edgeType,targetLaw
art:Cap.602/2,reg:S.L.12.20/3,EXTERNAL_REF,S.L. 12.20
art:Cap.602/2,art:Cap.602/25,INTERNAL_REF,
art:Cap.602/2,law:Cap.287,EXTERNAL_REF,Cap. 287
art:Cap.602/2,art:Cap.602/4,INTERNAL_REF,
art:Cap.602/2,art:Cap.602/20,INTERNAL_REF,
art:Cap.602/2,art:Cap.602/51,INTERNAL_REF,
art:Cap.602/2,art:Cap.602/38,INTERNAL_REF,
art:Cap.602/2,art:Cap.602/19,INTERNAL_REF,
art:Cap.602/2,art:Cap.468/2,EXTERNAL_REF,Cap. 468
art:Cap.602/2,art:Cap.602/19,INTERNAL_REF,
art:Cap.602/2,art:Cap.602/31,INTERNAL_REF,
art:Cap.602/2,law:Cap.582,EXTERNAL_REF,Cap. 582
art:Cap.602/2,art:Cap.602/12,INTERNAL_REF,
art:Cap.602/2,art:Cap.602/19,INTERNAL_REF,
art:Cap.602/2,art:Cap.602/26,INTERNAL_REF,
art:Cap.602/2,art:Cap.602/19,INTERNAL_REF,
art:Cap.602/4,law:Cap.164,EXTERNAL_REF,Cap. 164
art:Cap.602/5,law:Cap.518,EXTERNAL_REF,Cap. 518
art:Cap.602/5,law:Cap.518,EXTERNAL_REF,Cap. 518
art:Cap.602/6,art:Cap.602/6,INTERNAL_REF,
art:Cap.602/6,art:Cap.602/6,INTERNAL_REF,
art:Cap.602/8A,law:Cap.518,EXTERNAL_REF,Cap. 518
art:Cap.602/8A,law:Cap.586,EXTERNAL_REF,Cap. 586
art:Cap.602/8A,law:Cap.377,EXTERNAL_REF,Cap. 377
art:Cap.602/9,art:Cap.602/9,INTERNAL_REF,
art:Cap.602/9,art:Cap.602/9,INTERNAL_REF,
art:Cap.602/9,law:Cap.9,EXTERNAL_REF,Cap. 9
art:Cap.602/9,law:Cap.581,EXTERNAL_REF,Cap. 581
art:Cap.602/10,art:Cap.602/9,INTERNAL_REF,
art:Cap.602/10,art:Cap.602/10,INTERNAL_REF,
art:Cap.602/10,art:Cap.602/10,INTERNAL_REF,
art:Cap.602/11,art:Cap.602/10,INTERNAL_REF,
art:Cap.602/11,law:Cap.249,EXTERNAL_REF,Cap. 249
art:Cap.602/11A,art:Cap.602/11A,INTERNAL_REF,
art:Cap.602/12,art:Cap.602/68,INTERNAL_REF,
art:Cap.602/12,art:Cap.602/19,INTERNAL_REF,
art:Cap.602/13,art:Cap.602/13,INTERNAL_REF,
art:Cap.602/17,art:Cap.602/17,INTERNAL_REF,
art:Cap.602/17,art:Cap.602/15,INTERNAL_REF,
art:Cap.602/17,art:Cap.602/17,INTERNAL_REF,
art:Cap.602/17,art:Cap.602/17,INTERNAL_REF,
art:Cap.602/17,art:Cap.602/17,INTERNAL_REF,
art:Cap.602/17A,art:Cap.602/24,INTERNAL_REF,
art:Cap.602/18,art:Cap.602/19,INTERNAL_REF,
art:Cap.602/18,art:Cap.602/18,INTERNAL_REF,
art:Cap.602/18,art:Cap.12/67,EXTERNAL_REF,Cap. 12
art:Cap.602/18,art:Cap.12/930,EXTERNAL_REF,Cap. 12
art:Cap.602/18,art:Cap.12/188,EXTERNAL_REF,Cap. 12
art:Cap.602/18,art:Cap.12/931,EXTERNAL_REF,Cap. 12
art:Cap.602/18,art:Cap.602/18,INTERNAL_REF,
art:Cap.602/18,art:Cap.12/933,EXTERNAL_REF,Cap. 12
art:Cap.602/18,art:Cap.602/18,INTERNAL_REF,
art:Cap.602/18,art:Cap.602/13,INTERNAL_REF,
art:Cap.602/18,art:Regulation(EU)2018/1862oftheEuropeanParliamentandoftheCouncilof28November2018/32,EXTERNAL_REF,Regulation (EU) 2018/1862 of the European Parliament and of the Council of 28 November 2018
art:Cap.602/18,law:EULaw,EXTERNAL_REF,EU Law
art:Cap.602/18,art:Cap.602/18,INTERNAL_REF,
art:Cap.602/20,art:Cap.12/930,EXTERNAL_REF,Cap. 12
art:Cap.602/20,art:Cap.12/931,EXTERNAL_REF,Cap. 12
art:Cap.602/20,art:Cap.12/930,EXTERNAL_REF,Cap. 12
art:Cap.602/20,art:Cap.12/931,EXTERNAL_REF,Cap. 12
art:Cap.602/20,art:Cap.602/20,INTERNAL_REF,
art:Cap.602/20,art:Cap.602/10,INTERNAL_REF,
art:Cap.602/20,art:Cap.602/20,INTERNAL_REF,
art:Cap.602/20,art:Cap.602/20,INTERNAL_REF,
art:Cap.602/20,art:Cap.602/20,INTERNAL_REF,
art:Cap.602/21,reg:S.L.217.11/3,EXTERNAL_REF,S.L. 217.11
art:Cap.602/21,art:Cap.602/18,INTERNAL_REF,
art:Cap.602/21,law:Cap.420,EXTERNAL_REF,Cap. 420
art:Cap.602/21,art:Cap.602/21,INTERNAL_REF,
art:Cap.602/21,art:CodeofOrganizationandCivilProcedure/930,EXTERNAL_REF,Code of Organization and Civil Procedure
art:Cap.602/21,art:CodeofOrganizationandCivilProcedure/931,EXTERNAL_REF,Code of Organization and Civil Procedure
art:Cap.602/21,art:Cap.602/21,INTERNAL_REF,
art:Cap.602/21,art:Cap.602/33,INTERNAL_REF,
art:Cap.602/21,art:Cap.602/35,INTERNAL_REF,
art:Cap.602/23,art:Cap.602/23,INTERNAL_REF,
art:Cap.602/23,art:Cap.602/33,INTERNAL_REF,
art:Cap.602/23,art:Cap.602/23,INTERNAL_REF,
art:Cap.602/24,art:Cap.12/187,EXTERNAL_REF,Cap. 12
art:Cap.602/24,art:Cap.12/188,EXTERNAL_REF,Cap. 12
art:Cap.602/24,art:Cap.602/24,INTERNAL_REF,
art:Cap.602/24,art:Cap.602/24,INTERNAL_REF,
art:Cap.602/24,law:Cap.16,EXTERNAL_REF,Cap. 16
art:Cap.602/24,art:Cap.602/66,INTERNAL_REF,
art:Cap.602/24,art:Cap.602/66,INTERNAL_REF,
art:Cap.602/25,art:Cap.602/25,INTERNAL_REF,
art:Cap.602/25,art:Cap.602/25,INTERNAL_REF,
art:Cap.602/27,art:Cap.602/26,INTERNAL_REF,
art:Cap.602/27,art:Cap.602/26,INTERNAL_REF,
art:Cap.602/27,art:Cap.602/27,INTERNAL_REF,
art:Cap.602/27,art:Cap.602/27,INTERNAL_REF,
art:Cap.602/28,art:Cap.602/26,INTERNAL_REF,
art:Cap.602/28,art:Cap.602/27,INTERNAL_REF,
art:Cap.602/29,art:Cap.602/26,INTERNAL_REF,
art:Cap.602/30,art:Cap.602/26,INTERNAL_REF,
art:Cap.602/30,art:Cap.602/26,INTERNAL_REF,
art:Cap.602/31,law:ActXXIX.2024.16,EXTERNAL_REF,Act XXIX.2024.16
art:Cap.602/31,law:ActXXIX.2024.16,EXTERNAL_REF,Act XXIX.2024.16
art:Cap.602/32,art:Cap.602/36A,INTERNAL_REF,
art:Cap.602/32,art:Cap.602/15,INTERNAL_REF,
art:Cap.602/33,art:Cap.602/18,INTERNAL_REF,
art:Cap.602/33,art:Cap.602/33,INTERNAL_REF,
art:Cap.602/33,art:Cap.12/930,EXTERNAL_REF,Cap. 12
art:Cap.602/33,art:Cap.12/931,EXTERNAL_REF,Cap. 12
art:Cap.602/33,art:Cap.602/66,INTERNAL_REF,
art:Cap.602/34,art:Cap.602/22,INTERNAL_REF,
art:Cap.602/34,art:Cap.602/33,INTERNAL_REF,
art:Cap.602/35,art:Cap.602/22,INTERNAL_REF,
art:Cap.602/36,art:Cap.602/36,INTERNAL_REF,
art:Cap.602/36A,art:Cap.602/50,INTERNAL_REF,
art:Cap.602/36A,art:Cap.602/36B,INTERNAL_REF,
art:Cap.602/36A,art:Cap.602/36B,INTERNAL_REF,
art:Cap.602/36A,art:Cap.602/63,INTERNAL_REF,
art:Cap.602/36A,art:Cap.602/18,INTERNAL_REF,
art:Cap.602/36A,art:Cap.602/68,INTERNAL_REF,
art:Cap.602/36A,art:Cap.602/36A,INTERNAL_REF,
art:Cap.602/36D,art:Cap.602/36D,INTERNAL_REF,
art:Cap.602/37,law:Cap.582,EXTERNAL_REF,Cap. 582
art:Cap.602/39,art:Cap.602/49,INTERNAL_REF,
art:Cap.602/40,art:Cap.602/39,INTERNAL_REF,
art:Cap.602/40,art:Cap.602/39,INTERNAL_REF,
art:Cap.602/40,art:Cap.602/39,INTERNAL_REF,
art:Cap.602/40,art:Cap.602/39,INTERNAL_REF,
art:Cap.602/40,art:Cap.602/52,INTERNAL_REF,
art:Cap.602/41,art:Cap.602/42,INTERNAL_REF,
art:Cap.602/44,art:Cap.602/36A,INTERNAL_REF,
art:Cap.602/44,art:Cap.602/36B,INTERNAL_REF,
art:Cap.602/44,art:Cap.602/36E,INTERNAL_REF,
art:Cap.602/44,art:Cap.602/36B,INTERNAL_REF,
art:Cap.602/44,art:Cap.602/36D,INTERNAL_REF,
art:Cap.602/45,art:Cap.602/43,INTERNAL_REF,
art:Cap.602/45,art:Cap.602/44,INTERNAL_REF,
art:Cap.602/46,art:Cap.602/46,INTERNAL_REF,
art:Cap.602/47,art:Cap.602/47,INTERNAL_REF,
art:Cap.602/47,art:Cap.602/47,INTERNAL_REF,
art:Cap.602/47,art:Cap.602/47,INTERNAL_REF,
art:Cap.602/47,art:Cap.602/47,INTERNAL_REF,
art:Cap.602/49,art:Cap.602/40,INTERNAL_REF,
art:Cap.602/51,art:Cap.602/68,INTERNAL_REF,
art:Cap.602/51,art:Cap.602/51,INTERNAL_REF,
art:Cap.602/55,art:Cap.602/50,INTERNAL_REF,
art:Cap.602/55,art:Cap.602/56,INTERNAL_REF,
art:Cap.602/55,art:Cap.602/56,INTERNAL_REF,
art:Cap.602/55,art:Cap.602/55,INTERNAL_REF,
art:Cap.602/58,art:Cap.602/58,INTERNAL_REF,
art:Cap.602/61,art:Cap.602/61,INTERNAL_REF,
art:Cap.602/63,art:Cap.602/63,INTERNAL_REF,
art:Cap.602/63,art:Cap.602/63,INTERNAL_REF,
art:Cap.602/64,art:Cap.12/734,EXTERNAL_REF,Cap. 12
art:Cap.602/65,law:Cap.12,EXTERNAL_REF,Cap. 12
art:Cap.602/65,art:Cap.12/41,EXTERNAL_REF,Cap. 12
art:Cap.602/66,art:Cap.12/41,EXTERNAL_REF,Cap. 12
art:Cap.602/66,art:Cap.602/22,INTERNAL_REF,
art:Cap.602/66,art:Cap.602/23,INTERNAL_REF,
art:Cap.602/66,art:Cap.602/24,INTERNAL_REF,
art:Cap.602/66,law:Cap.12,EXTERNAL_REF,Cap. 12
art:Cap.602/67,art:Cap.602/19,INTERNAL_REF,
art:Cap.602/67,art:Cap.602/20,INTERNAL_REF,
art:Cap.602/68,art:Cap.602/68,INTERNAL_REF,
art:Cap.602/68,art:Cap.602/68,INTERNAL_REF,
art:Cap.602/68,art:Cap.602/67,INTERNAL_REF,
art:Cap.602/68,art:Cap.602/68,INTERNAL_REF,
art:Cap.602/68,art:Cap.602/13,INTERNAL_REF,
art:Cap.602/68,art:Cap.602/13,INTERNAL_REF,
art:Cap.602/68,art:Cap.602/13,INTERNAL_REF,
art:Cap.602/68,art:Cap.602/68,INTERNAL_REF,
art:Cap.602/68,art:Cap.602/18,INTERNAL_REF,
art:Cap.602/68,art:Cap.602/19,INTERNAL_REF,
art:Cap.602/68,art:Cap.602/24,INTERNAL_REF,
art:Cap.602/68,art:Cap.602/12,INTERNAL_REF,
art:Cap.602/68A,art:Cap.602/18,INTERNAL_REF,
art:Cap.602/73,art:AgencyfortheWelfareofAsylumSeekersRegulations/3,EXTERNAL_REF,Agency for the Welfare of Asylum Seekers Regulations
art:Cap.602/73A,law:Regulation(EU)2016/679,EXTERNAL_REF,Regulation (EU) 2016/679
art:Cap.602/73A,law:Cap.586,EXTERNAL_REF,Cap. 586
art:Cap.602/73A,art:Regulation(EU)2016/679/5,EXTERNAL_REF,Regulation (EU) 2016/679
art:Cap.602/73A,law:Regulation(EU)2016/679,EXTERNAL_REF,Regulation (EU) 2016/679
art:Cap.602/73A,art:Regulation(EU)2016/679/34,EXTERNAL_REF,Regulation (EU) 2016/679
art:Cap.602/73A,art:Regulation(EU)2016/679/37,EXTERNAL_REF,Regulation (EU) 2016/679
art:Cap.602/73A,art:Cap.602/73A,INTERNAL_REF,
art:Cap.602/73A,art:Cap.602/73A,INTERNAL_REF,
art:Cap.602/73A,art:Regulation(EU)2016/679/34,EXTERNAL_REF,Regulation (EU) 2016/679
art:Cap.602/73A,law:Regulation(EU)2016/679,EXTERNAL_REF,Regulation (EU) 2016/679
art:Cap.602/73A,law:Cap.586,EXTERNAL_REF,Cap. 586
art:Cap.602/74,art:Cap.602/74,INTERNAL_REF,
art:Cap.602/80,art:Cap.602/80,INTERNAL_REF,
art:Cap.602/81,art:Cap.602/81,INTERNAL_REF,
art:Cap.602/83,art:Cap.602/83,INTERNAL_REF,
art:Cap.602/86,art:Cap.285/4,EXTERNAL_REF,Cap. 285
art:Cap.602/86,law:Cap.285,EXTERNAL_REF,Cap. 285
art:Cap.602/86,art:Cap.602/66,INTERNAL_REF,
art:Cap.602/86,art:Cap.285/4,EXTERNAL_REF,Cap. 285
art:Cap.602/86,law:Cap.285,EXTERNAL_REF,Cap. 285
art:Cap.602/87,law:Cap.285,EXTERNAL_REF,Cap. 285
art:Cap.602/88,law:Cap.285,EXTERNAL_REF,Cap. 285
art:Cap.602/88,law:Cap.285,EXTERNAL_REF,Cap. 285
art:Cap.602/91,art:Cap.602/54,INTERNAL_REF,
art:Cap.603/1,art:Cap.603/1,INTERNAL_REF,
art:Cap.603/3,art:theConstitution/91A,EXTERNAL_REF,the Constitution
art:Cap.603/4,art:Cap.603/4,INTERNAL_REF,
art:Cap.603/4,art:Cap.603/4,INTERNAL_REF,
art:Cap.603/4,art:Cap.603/4,INTERNAL_REF,
art:Cap.603/4,art:Cap.603/4,INTERNAL_REF,
art:Cap.603/4,art:Cap.603/4,INTERNAL_REF,
art:Cap.603/7,law:Cap.9,EXTERNAL_REF,Cap. 9
art:Cap.603/8,law:Cap.564,EXTERNAL_REF,Cap. 564
art:Cap.603/8,art:theConstitution/91A,EXTERNAL_REF,the Constitution
art:Cap.604/2,art:Cap.604/23,INTERNAL_REF,
art:Cap.604/2,art:Cap.261/3,EXTERNAL_REF,Cap. 261
art:Cap.604/2,art:Cap.69/16,EXTERNAL_REF,Cap. 69
art:Cap.604/2,art:Cap.604/8,INTERNAL_REF,
art:Cap.604/2,art:Cap.604/8,INTERNAL_REF,
art:Cap.604/2,art:Cap.604/8,INTERNAL_REF,
art:Cap.604/3,law:Cap.16,EXTERNAL_REF,Cap. 16
art:Cap.604/3,art:Cap.604/5,INTERNAL_REF,
art:Cap.604/3,law:Cap.409,EXTERNAL_REF,Cap. 409
art:Cap.604/3,law:Cap.69,EXTERNAL_REF,Cap. 69
art:Cap.604/3,law:Cap.158,EXTERNAL_REF,Cap. 158
art:Cap.604/4,art:Cap.604/4,INTERNAL_REF,
art:Cap.604/4,art:Cap.604/6,INTERNAL_REF,
art:Cap.604/4,art:Cap.604/20,INTERNAL_REF,
art:Cap.604/4,art:Cap.604/22,INTERNAL_REF,
art:Cap.604/4,art:Cap.604/4,INTERNAL_REF,
art:Cap.604/5,art:Cap.604/5,INTERNAL_REF,
art:Cap.604/5,art:Cap.604/7,INTERNAL_REF,
art:Cap.604/5,art:Cap.604/9,INTERNAL_REF,
art:Cap.604/5,art:Cap.604/11,INTERNAL_REF,
art:Cap.604/5,art:Cap.604/17,INTERNAL_REF,
art:Cap.604/5,art:Cap.604/5,INTERNAL_REF,
art:Cap.604/5,art:Cap.604/6,INTERNAL_REF,
art:Cap.604/5,art:Cap.604/6,INTERNAL_REF,
art:Cap.604/5,art:Cap.604/5,INTERNAL_REF,
art:Cap.604/6,art:Cap.604/6,INTERNAL_REF,
art:Cap.604/6,art:Cap.604/4,INTERNAL_REF,
art:Cap.604/6,art:Cap.604/6,INTERNAL_REF,
art:Cap.604/7,art:Cap.16/1554,EXTERNAL_REF,Cap. 16
art:Cap.604/7,art:Cap.16/1555,EXTERNAL_REF,Cap. 16
art:Cap.604/7,art:Cap.16/1555A,EXTERNAL_REF,Cap. 16
art:Cap.604/7,art:Cap.16/1614,EXTERNAL_REF,Cap. 16
art:Cap.604/7,art:Cap.16/1570,EXTERNAL_REF,Cap. 16
art:Cap.604/7,art:Cap.16/1545,EXTERNAL_REF,Cap. 16
art:Cap.604/7,art:Cap.16/1546,EXTERNAL_REF,Cap. 16
art:Cap.604/7,art:Cap.398/11,EXTERNAL_REF,Cap. 398
art:Cap.604/7,law:Cap.16,EXTERNAL_REF,Cap. 16
art:Cap.604/7,art:Cap.604/9B,INTERNAL_REF,
art:Cap.604/7,art:Cap.604/9C,INTERNAL_REF,
art:Cap.604/7,law:Cap.16,EXTERNAL_REF,Cap. 16
art:Cap.604/9,art:Cap.604/6,INTERNAL_REF,
art:Cap.604/9,art:Cap.604/11,INTERNAL_REF,
art:Cap.604/9,art:CivilCode(Cap.16)/1573,EXTERNAL_REF,Civil Code (Cap. 16)
art:Cap.604/9,art:CivilCode(Cap.16)/1574,EXTERNAL_REF,Civil Code (Cap. 16)
art:Cap.604/9A,art:Cap.604/9,INTERNAL_REF,
art:Cap.604/9A,art:Cap.604/14,INTERNAL_REF,
art:Cap.604/9A,art:Cap.604/8,INTERNAL_REF,
art:Cap.604/9A,art:Cap.604/7,INTERNAL_REF,
art:Cap.604/9A,art:Cap.604/9,INTERNAL_REF,
art:Cap.604/9A,art:Cap.604/11,INTERNAL_REF,
art:Cap.604/9A,art:Cap.604/17,INTERNAL_REF,
art:Cap.604/9A,art:Cap.604/20,INTERNAL_REF,
art:Cap.604/9B,art:Cap.604/8,INTERNAL_REF,
art:Cap.604/9B,art:Cap.604/9,INTERNAL_REF,
art:Cap.604/9B,art:Cap.604/11,INTERNAL_REF,
art:Cap.604/9B,art:Cap.604/12,INTERNAL_REF,
art:Cap.604/9B,art:Cap.604/16,INTERNAL_REF,
art:Cap.604/9C,art:Cap.604/8,INTERNAL_REF,
art:Cap.604/9C,art:Cap.604/9,INTERNAL_REF,
art:Cap.604/9C,art:Cap.604/11,INTERNAL_REF,
art:Cap.604/9C,art:Cap.604/12,INTERNAL_REF,
art:Cap.604/9C,art:Cap.604/16,INTERNAL_REF,
art:Cap.604/10,art:CivilCode(Cap.16)/1566,EXTERNAL_REF,Civil Code (Cap. 16)
art:Cap.604/11,art:Cap.604/11,INTERNAL_REF,
art:Cap.604/11,art:Cap.604/11,INTERNAL_REF,
art:Cap.604/11,art:Cap.604/9,INTERNAL_REF,
art:Cap.604/11,art:Cap.604/11,INTERNAL_REF,
art:Cap.604/11,art:Cap.604/9A,INTERNAL_REF,
art:Cap.604/12,art:Cap.604/12,INTERNAL_REF,
art:Cap.604/14,art:Cap.604/14,INTERNAL_REF,
art:Cap.604/15,art:Cap.604/15,INTERNAL_REF,
art:Cap.604/16,art:Cap.604/4,INTERNAL_REF,
art:Cap.604/17,law:S.L.545.01,EXTERNAL_REF,S.L. 545.01
art:Cap.604/17,law:S.L.545.03,EXTERNAL_REF,S.L. 545.03
art:Cap.604/17,art:Cap.604/17,INTERNAL_REF,
art:Cap.604/17,art:Cap.16/1570,EXTERNAL_REF,Cap. 16
art:Cap.604/19,art:Cap.604/19,INTERNAL_REF,
art:Cap.604/20,art:Cap.604/16,INTERNAL_REF,
art:Cap.604/20,art:Cap.604/22,INTERNAL_REF,
art:Cap.604/21,art:Cap.604/20,INTERNAL_REF,
art:Cap.604/21,art:Cap.604/20,INTERNAL_REF,
art:Cap.604/21,art:Cap.604/21,INTERNAL_REF,
art:Cap.604/22,art:Cap.604/4,INTERNAL_REF,
art:Cap.604/22,law:Cap.9,EXTERNAL_REF,Cap. 9
art:Cap.604/22,art:Cap.9/376,EXTERNAL_REF,Cap. 9
art:Cap.604/22,art:Cap.9/390,EXTERNAL_REF,Cap. 9
art:Cap.604/22A,law:Cap.9,EXTERNAL_REF,Cap. 9
art:Cap.604/23,art:Cap.16/1540,EXTERNAL_REF,Cap. 16
art:Cap.604/23,art:Cap.16/1541,EXTERNAL_REF,Cap. 16
art:Cap.604/23,art:Cap.16/1542,EXTERNAL_REF,Cap. 16
art:Cap.604/23,art:Cap.16/1543,EXTERNAL_REF,Cap. 16
art:Cap.604/23,art:Cap.16/1545,EXTERNAL_REF,Cap. 16
art:Cap.604/23,art:Cap.16/1546,EXTERNAL_REF,Cap. 16
art:Cap.604/23,art:Cap.16/1548,EXTERNAL_REF,Cap. 16
art:Cap.604/23,art:Cap.16/1556,EXTERNAL_REF,Cap. 16
art:Cap.604/23,art:Cap.16/1559,EXTERNAL_REF,Cap. 16
art:Cap.604/23,art:Cap.16/1561,EXTERNAL_REF,Cap. 16
art:Cap.604/23,art:Cap.16/1562,EXTERNAL_REF,Cap. 16
art:Cap.604/23,art:Cap.16/1563,EXTERNAL_REF,Cap. 16
art:Cap.604/23,art:Cap.16/1564,EXTERNAL_REF,Cap. 16
art:Cap.604/23,law:Cap.16,EXTERNAL_REF,Cap. 16
art:Cap.604/23,art:Cap.604/6,INTERNAL_REF,
art:Cap.604/23,art:Cap.604/11,INTERNAL_REF,
art:Cap.604/23,art:Cap.604/17,INTERNAL_REF,
art:Cap.604/23,art:Cap.604/19,INTERNAL_REF,
art:Cap.604/23,art:Cap.604/20,INTERNAL_REF,
art:Cap.604/23,art:Cap.604/22,INTERNAL_REF,
art:Cap.604/23,art:Cap.604/23,INTERNAL_REF,
art:Cap.604/23,art:Cap.604/23,INTERNAL_REF,
art:Cap.604/24,art:theConstitution/97,EXTERNAL_REF,the Constitution
art:Cap.604/24,art:theConstitution/97,EXTERNAL_REF,the Constitution
art:Cap.604/24,art:theConstitution/101A,EXTERNAL_REF,the Constitution
art:Cap.604/25,law:Cap.12,EXTERNAL_REF,Cap. 12
art:Cap.604/26,art:Cap.604/26,INTERNAL_REF,
art:Cap.604/30,art:CodeofOrganizationandCivilProcedure(Cap.12)/41,EXTERNAL_REF,Code of Organization and Civil Procedure (Cap. 12)
art:Cap.604/30,art:CodeofOrganizationandCivilProcedure(Cap.12)/41,EXTERNAL_REF,Code of Organization and Civil Procedure (Cap. 12)
art:Cap.604/31,law:Cap.586,EXTERNAL_REF,Cap. 586
art:Cap.604/31,law:Regulation(EU)2016/679,EXTERNAL_REF,Regulation (EU) 2016/679
art:Cap.604/31,law:Directive95/46/EC,EXTERNAL_REF,Directive 95/46/EC
art:Cap.604/32,law:Cap.261,EXTERNAL_REF,Cap. 261
art:Cap.604/32,art:Cap.604/32,INTERNAL_REF,
art:Cap.604/32,art:Cap.604/32,INTERNAL_REF,
art:Cap.604/32A,art:Cap.604/32A,INTERNAL_REF,
art:Cap.604/33,law:Cap.586,EXTERNAL_REF,Cap. 586
art:Cap.604/25,law:Cap.604,EXTERNAL_REF,Cap. 604
art:Cap.604/25,art:Cap.604/Private Residential Leases Act,INTERNAL_REF,
art:Cap.605/2,art:Cap.605/64,INTERNAL_REF,
art:Cap.605/2,art:Cap.605/the Schedule,INTERNAL_REF,
art:Cap.605/2,art:Cap.605/13,INTERNAL_REF,
art:Cap.605/2,art:Cap.605/11,INTERNAL_REF,
art:Cap.605/2,art:Cap.605/32,INTERNAL_REF,
art:Cap.605/2,art:Cap.605/11,INTERNAL_REF,
art:Cap.605/2,law:Cap.606,EXTERNAL_REF,Cap. 606
art:Cap.605/2,art:Cap.605/III,INTERNAL_REF,
art:Cap.605/2,art:Cap.605/5,INTERNAL_REF,
art:Cap.605/2,art:theConstitution/124,EXTERNAL_REF,the Constitution
art:Cap.605/4,art:Cap.605/4,INTERNAL_REF,
art:Cap.605/7,art:Cap.605/8,INTERNAL_REF,
art:Cap.605/8,art:Cap.605/4,INTERNAL_REF,
art:Cap.605/8,art:Cap.605/8,INTERNAL_REF,
art:Cap.605/9,art:Cap.605/4,INTERNAL_REF,
art:Cap.605/12,art:Cap.605/4,INTERNAL_REF,
art:Cap.605/12,art:Cap.605/5,INTERNAL_REF,
art:Cap.605/12,art:Cap.606/11,EXTERNAL_REF,Cap. 606
art:Cap.605/14,law:Cap.586,EXTERNAL_REF,Cap. 586
art:Cap.605/14,law:Cap.586,EXTERNAL_REF,Cap. 586
art:Cap.605/16,art:Cap.605/12,INTERNAL_REF,
art:Cap.605/16,art:Cap.605/17,INTERNAL_REF,
art:Cap.605/16,art:Cap.605/18,INTERNAL_REF,
art:Cap.605/22,art:Cap.605/16,INTERNAL_REF,
art:Cap.605/22,art:Cap.605/22,INTERNAL_REF,
art:Cap.605/24,art:Cap.605/21,INTERNAL_REF,
art:Cap.605/26,art:Cap.605/2,INTERNAL_REF,
art:Cap.605/28,art:Cap.605/26,INTERNAL_REF,
art:Cap.605/28,art:Cap.605/28,INTERNAL_REF,
art:Cap.605/28,art:Cap.605/28,INTERNAL_REF,
art:Cap.605/29,art:Cap.605/16,INTERNAL_REF,
art:Cap.605/29,art:Cap.605/22,INTERNAL_REF,
art:Cap.605/29,art:Cap.605/24,INTERNAL_REF,
art:Cap.605/30,art:Cap.605/27,INTERNAL_REF,
art:Cap.605/30,law:Cap.490,EXTERNAL_REF,Cap. 490
art:Cap.605/30,art:Cap.605/29,INTERNAL_REF,
art:Cap.605/30,law:Cap.490,EXTERNAL_REF,Cap. 490
art:Cap.605/32,art:Cap.605/4,INTERNAL_REF,
art:Cap.605/36,art:Cap.605/9,INTERNAL_REF,
art:Cap.605/36,art:Cap.605/4,INTERNAL_REF,
art:Cap.605/38,art:Cap.605/36,INTERNAL_REF,
art:Cap.605/39,art:Cap.605/36,INTERNAL_REF,
art:Cap.605/41,art:Cap.605/41,INTERNAL_REF,
art:Cap.605/41,art:Cap.605/41,INTERNAL_REF,
art:Cap.605/41,law:Cap.573,EXTERNAL_REF,Cap. 573
art:Cap.605/41,art:Cap.605/41,INTERNAL_REF,
art:Cap.605/41,art:Cap.605/41,INTERNAL_REF,
art:Cap.605/43,art:Cap.605/43,INTERNAL_REF,
art:Cap.605/47,art:Cap.605/6,INTERNAL_REF,
art:Cap.605/51,law:Cap.93,EXTERNAL_REF,Cap. 93
art:Cap.605/51,law:Cap.58,EXTERNAL_REF,Cap. 58
art:Cap.605/51,art:Cap.605/51,INTERNAL_REF,
art:Cap.605/52,art:Cap.605/51,INTERNAL_REF,
art:Cap.605/52,art:Cap.605/(1),INTERNAL_REF,
art:Cap.605/52,law:Cap.93,EXTERNAL_REF,Cap. 93
art:Cap.605/52,law:Cap.58,EXTERNAL_REF,Cap. 58
art:Cap.605/52,law:Cap.58,EXTERNAL_REF,Cap. 58
art:Cap.605/52,law:Cap.93,EXTERNAL_REF,Cap. 93
art:Cap.605/52,art:Cap.605/paragraph (a),INTERNAL_REF,
art:Cap.605/52,art:theConstitution/113,EXTERNAL_REF,the Constitution
art:Cap.605/52,law:Cap.93,EXTERNAL_REF,Cap. 93
art:Cap.605/58,art:Cap.605/58,INTERNAL_REF,
art:Cap.605/58,art:Cap.605/58,INTERNAL_REF,
art:Cap.605/59,art:Cap.605/59,INTERNAL_REF,
art:Cap.605/60,art:Cap.605/58,INTERNAL_REF,
art:Cap.605/61,art:Cap.605/61,INTERNAL_REF,
art:Cap.605/63,art:Cap.9/95,EXTERNAL_REF,Cap. 9
art:Cap.605/64,art:Cap.605/8,INTERNAL_REF,
art:Cap.605/64,law:Cap.490,EXTERNAL_REF,Cap. 490
art:Cap.605/64,art:Cap.605/64,INTERNAL_REF,
art:Cap.605/68,law:Cap.9,EXTERNAL_REF,Cap. 9
art:Cap.605/71,law:Cap.327,EXTERNAL_REF,Cap. 327
art:Cap.605/71,law:Cap.327,EXTERNAL_REF,Cap. 327
art:Cap.606/2,art:Cap.606/3,INTERNAL_REF,
art:Cap.606/2,art:Cap.606/4,INTERNAL_REF,
art:Cap.606/2,art:Cap.606/13,INTERNAL_REF,
art:Cap.606/2,art:Cap.606/14,INTERNAL_REF,
